sentence,label
"-- The other day , U.S. helicopters fired on Iranian gunboats that were preparing to attack a Panamanian ship near Farsi Island .",0
"After sketching a realistic scenario of a prolonged U.S. invasion of Nicaragua , in which hostile media coverage begins to wither initial public support , Mr. Rusher asks whether controls -- even prior restraint -- ca n't legitimately be invoked by the commander-in-chief in order to maintain `` morale '' at home .",0
Although underwriters typically attempt to have new securities products introduced by borrowers other than themselves -- in order to lend additional credibility to the offering -- Merrill said it wanted to do the borrowing itself .,0
We can also see dissolving a central tenet of those who 've long argued that the large budget and trade deficits of the Reagan years have left the U.S. economy tottering on the edge of ruin .,1
"Then , two days before the scheduled premiere in November , a fire raged through the opera house , destroying the backstage facility , sets and costumes .",0
"You could have knocked me over , '' said Joseph Ronning of Brown Brothers Harriman & Co .",1
"Last March , Judge Alex Kozinski of the appeals court in San Francisco struck down a San Francisco plan earmarking 30 % of city contracts for minority-owned businesses and 10 % for firms owned by women .",0
"By pumping money into coverage of local business , the papers aimed at an affluent and influential audience in their communities .",1
"`` They could probably buy the whole Tenneco refinery for what they 'd spend fixing up the other , '' said Thomas Manning , vice president of the consulting firm Purvin & Gertz Inc . , Houston .",1
"Clergymen , philosophers , sociologists and political scientists have filled the pages of scholarly journals about the subject .",0
They induced shopper Aileen Schmieder to temporarily stop trying to get her family to drink more milk and juice .,0
Lung congestion is a result of weakened or impaired pumping action by the heart 's key lower left chamber .,0
Mr. Tyson has denied that he tried to kill himself and that he assaulted his wife .,0
Amstrad is one of the last major personal-computer makers to sign such an accord with IBM. IBM has stepped up efforts to enforce its patent rights since launching its new line of PS 2 models in April 1987 .,1
"Donald Ogilvie , executive vice president of the American Bankers Association , hailed the Senate vote and said that it would lend `` momentum '' to advocates of similar legislation in the House .",0
"On the U.S. side of the equation , Mr. Hodge said the improved October U.S. jobs data , the election and an expected improvement in the U.S. September trade deficit over the August report will all lend only temporary support to the dollar on its downward trend .",0
"He added that neither the Fed , nor any other U.S. government agency or international body should try to fix exchange rates .",1
"Some securities analysts speculated that Pepperell and an ally , NTC Group Inc . , would strike a deal with Odyssey , enabling the three companies to share the spoils without forcing the buy-out price any higher .",1
They 've poured millions of dollars into lawmakers ' campaign coffers .,1
"The ad struck a nerve in a public made more jittery by the obsessed mob that , in Sen. Goldwater 's name , hooted and jeered former President Eisenhower at the Republican National Convention that summer .",1
U.S. officials said evidence suggests that a Japanese terrorist arrested last month in New Jersey with homemade bombs was on his way to attack a target in New York City .,0
"Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely destroy the business . ''",1
And only 20 % reported that their customers lent them engineers to supplement their own technical expertise .,0
"Wynfred Joshua of the Defense Intelligence Agency says that if the U.S. does n't seize the opportunity to engage the Iranians , the Soviet Union will fill the void .",1
During that period I had made a number of wilderness trips into war zones in an effort to examine the reliability of the many conflicting human-rights reports and present an overall picture of the Contra war 's human toll .,0
"But for small companies , the costs eat up a much larger percentage of revenue .",1
"This agreement is the product of the determination and sacrifice of the freedom fighters through years of struggle , including their heroic resistance last week to a Sandinista offensive designed to destroy them .",0
"`` If {Shorty} puts down his arms , the campesinos themselves will kill him . ''",0
